ID,Reported_On,Additional_Reporting,Retrieve_from_1,Retrieve_from_2,Retrieve_from_3,Twitter_Reference,Direct_Post_1,Direct_Post_2,Direct_Post_3,Direct_Post_4,Title,Publication_Date,Entry_Date,Country,Primary_Language,Secondary_Language,Main_Narrative,Narrative_Description,ChainMsg_or_Email,Motive,Motive_Description,Source,Source_Description,Distrib_Channel,Misinfo_Type,Key_Words,Summary,Coder
117,https://ishare.ifeng.com/c/s/v002TpkdJjWYTJgDQy2LQR-_uWghq3VQE4Lwrm1DO3SQ4GYs__,,,,,0,,,,,??????????????????,28-Feb-20,25-Apr-20,China,Mandarin,,COVID-19 status of individuals,"Dalian Zhongnanyuan found two Koreans concealing their cases
",0,Fear,Suggests two Koreans are hiding their coronavirus case in Dalian,Individual actor,General public,Wechat,Conspiracy,"Coronavirus, Koreans, hiding",Rumors on Wechat claimed two Koreans were hiding that they had the coronavirus,Anne
118,https://ishare.ifeng.com/c/s/v002Phw5TTsg39cz1gCDpUw1aE2QuOixIiOAteDL30RZuUg__,,,,,0,https://ishare.ifeng.com/c/s/v002Phw5TTsg39cz1gCDpUw1aE2QuOixIiOAteDL30RZuUg__,,,,????3??1735??????,28-Feb-20,25-Apr-20,China,Mandarin,,Emergency responses,"Hubei unblocked 3 hours to allow 1735 people to enter Changsha
",1,Undermine target country institutions ,Suggests Hubei allowed people with the coronavirus into the city,Individual actor,General public,Social media,Conspiracy,"Coronavirus, Hubei, unblocked, Changsha, three hours",Rumors claimed Hubei unlocked the city for three hours to allow 1735 people into Changsha,Anne
119,https://news.un.org/en/story/2020/02/1058381,,,,,0,,,,,UN health agency warns against coronavirus COVID-19 criminal scams,29-Feb-20,16-Mar-20,US,English,,Emergency responses,Phishing emails impersonating WHO personnel.,1,Profit,Phishing email spread impersonating the WHO to profit off of individuals.,Individual actor,General public,"Website, Email, Telephone",False reporting,"Coronavirus, UN WHO, telephone scams","Trolls acting as the UN WHO, employing telephone scams.",Jan
120,https://www.buzzfeed.com/jp/ryosukekamba/iwata2,,https://www.buzzfeed.com/jp/ryosukekamba/iwata2,,,1,https://www.youtube.com/watch?v=vlXXzdyAg-4,,,,???????????????????????????????????????,29-Feb-20,2-Apr-20,Japan,Japanese,,Nature of the virus,YouTube video posted by doctor claiming reinfection of COVID is fatal,0,Fear,Effort to spread false medical information,Individual actor,General public,"Youtube, Niconico, Twitter",False reporting,"Coronavirus, Japan, Niconico, YouTube, reinfection, lethal, ?????????????saikansen, chishiteki?????",A Japanese man claiming to be a doctor posted a video saying reinfection of coronavirus is lethal,Fumika
121,https://ishare.ifeng.com/c/s/v0024AmCV9y78DlA1Hr19F6kwK4m5tST--qm7dvUuxhqegLk__,,,0,,1,https://ishare.ifeng.com/c/s/v0024AmCV9y78DlA1Hr19F6kwK4m5tST--qm7dvUuxhqegLk__,,,,???????????????????????,1-Mar-20,25-Apr-20,China,Mandarin,,Emergency responses,A large number of overseas Chinese people returned from Italy and Spain chartered flights ,1,Undermine target country institutions ,Suggests people returned from Spain and Italy very quickly,Individual actor,General public,Weibo,False reporting,"Coronavirus, Italy, Spain, Chinese, return, chartered flights","Rumors claimed many Chinese people returned Italy and Spain in chartered flights, but Anhui She County Weibo dispelled rumors",Anne
122,https://ishare.ifeng.com/c/s/v002wxoOK-_ncFljMlKJ63ceC-_m8dVmvK1mthf3F3ZgX9Tzs__,,,,,,,,,,80???????????????????????,1-Mar-20,25-Apr-20,China,Mandarin,,COVID-19 status of individuals,"80 Chinese citizens isolated and abused in Moscow. Response provided by the Chinese Embassy in Russia
",1,Politics,Suggests Chinese people are abused in Russia,Individual actor,General public,Ambiguous,Conspiracy,"Coronavirus, abuse, Russia, Chinese, isolate",Rumors claimed 80 Chinese people were isolated and absued in Russia but the Chinese Embassy in Russia debunked the claims,Anne
123,https://euvsdisinfo.eu/report/coronavirus-is-a-classic-example-of-hybrid-warfare/,,,,,0,https://web.archive.org/web/20200303101828/https://ru.armeniasputnik.am/society/20200302/22242228/Obezlichit-obvalit-rynok-v-Armenii-vydvinuli-svoyu-versiyu-poyavleniya-koronavirusa.html,,,,Coronavirus is a classic example of hybrid warfare,2-Mar-20,25-Mar-20,Armenia,Armenian,,Weaponization or design,Sputnik Armenia describes coronavirus as a classic example of shadowy 'centers' of influence to expand their power in the world,0,Fear,Promote a narrative about secret/shadow elites being behind the virus without identifying any particular one,State sponsors,Russia,Internet,Conspiracy,"Coronavirus, secret elites, conspiracy",Secret elites created corona,Justinas
124,https://www.buzzfeed.com/jp/kensukeseya/covid-mask-fc,,,,,1,,,,,????????????????????????????“????”?????,2-Mar-20,6-Apr-20,Japan,Japanese,,Emergency responses,Tweets claiming Japanese government is producing masks with Japanese flag on them,0,Other,Spread claim that Japanese government is producing masks with Japanese flag on them,Individual actor,General public,Twitter,False reporting,"Coronavirus, Japan, masks, government","After Mainichi Shinbun published story with image of masks with Japanese flags on them, tweets spread claiming that Japanese government is producing masks with Japanese flags on them",Fumika
125,https://ishare.ifeng.com/c/s/v002mLbuQzcav3seCHGvrylq35JHYU1K9QMRPZtgR698vnw__,,,,,0,https://ishare.ifeng.com/c/s/v002mLbuQzcav3seCHGvrylq35JHYU1K9QMRPZtgR698vnw__,,,,“???????????”????????,2-Mar-20,25-Apr-20,China,Mandarin,,Emergency responses,"Qingming Festival prohibits all sacrificial sweeping activities. Xuzhou Civil Affairs Bureau dispels rumors
",1,Undermine target country institutions ,Suggests all activitives related to Qingming Festival will be placed on hold ,Individual actor,General public,Wechat,False reporting,"Coronavirus, Xuzhou Civil Affairs Bureau, Qingming Festival, prohibitions, sweeping","Rumors claimed all sacrificial sweeping activities related to Qingming Festival will be prohibited, but Xuzhou Civil Affairs Bureau dispels rumors
",Anne
126,https://ishare.ifeng.com/c/s/v002YiwG8Tm1LZ--nHLdCgf796b5wQZMS7l4f6CfXPlO9Xss__,,,,,1,https://ishare.ifeng.com/c/s/v002YiwG8Tm1LZ--nHLdCgf796b5wQZMS7l4f6CfXPlO9Xss__,,,,???????????????????????,2-Mar-20,25-Apr-20,China,Mandarin,,COVID-19 status of individuals,"A female doctor of Wuhan University had the coronavirus and left a suicide note
",0,fear,Suggests a Wuhan University doctor committed suicide due to the coronavirus,Individual actor,General public,"Social media, Wuhan University Weibo",False reporting,"Coronavirus, Wuhan University, female, doctor, suicide, note, Wuhan University Weibo",Rumors claimed a Wuhan University female doctor had the coronavirus and left a suicide note but Wuhan University Weibo dispelled the rumors,Anne
127,http://en.farsnews.ir/newstext.aspx,,,,,0,,,,,"Civil Defense Chief: Coronavirus Likely Biological Attack against China, Iran",3-Mar-20,17-Mar-20,Iran,Farsi,,Weaponization or design,COVID-19 is an American biological attack on Iran and China.,0,Undermine target country institutions ,Irani Civil Defense Chief efforts to blame and weaken the US administration.,State sponsors,Iran,Media,Conspiracy,"Coronavirus, Iran, US bioweapons",Irani actors suggesting COVID-19 as a US bioweapons plot against Iran and China.,Jan
128,https://www.lemonde.fr/les-decodeurs/article/2020/03/03/une-video-de-cohue-dans-un-supermarche-en-allemagne-qui-n-a-rien-a-voir-avec-le-coronavirus_6031691_4355770.html,,https://www.lemonde.fr/les-decodeurs/article/2020/03/03/une-video-de-cohue-dans-un-supermarche-en-allemagne-qui-n-a-rien-a-voir-avec-le-coronavirus_6031691_4355770.html,,,0,,,,,Une vidéo de cohue dans un supermarché en Allemagne qui n’a rien à voir avec le coronavirus,3-Mar-20,19-Apr-20,France,French,,Other,"A video showing a crowd rushing into a supermarket in German, supposedly because of the panic resulting from the coronavirus emergency",0,Fear,Spark fear by showing to French viewers that the situation in Germany has quickly become very chaotic as a result of the coronavirus emergency,Individual actor,General public,Facebook,False reporting,"Coronavirus, France, Germany, supermarket, crowd, chaos",A video dating back to 2011 and showing a crowd rushing into a supermarket in Germany was taken out of context and linked to the coronavirus emergency in the country,Giorgio
129,https://www.nikkan-gendai.com/articles/view/life/269827,,https://www.nikkan-gendai.com/articles/view/life/269827,,,1,,,,,???????????????????????????,3-Mar-20,2-Apr-20,Japan,Japanese,,False diagnosis procedures,A chain message with false diagnosis procedures and other false medical advice,1,Other,Effort to spread false diagnosis procedures ,Individual actor,General public,"LINE, Twitter",False reporting,"Coronavirus, Japan, LINE, phlegm, runny nose???????????????????hanamizu, ","A message was spread on LINE and Twitter claiming that runny nose and phlegm are not symptoms, the virus dies at 26-27 degrees Celsius, and that incubation period is 27 days",Fumika 
130,https://www.buzzfeed.com/jp/kotahatachi/unknown-cause-china-19,,https://www.buzzfeed.com/jp/kotahatachi/unknown-cause-china-19,,,1,,,,,?????????????????????????????????????????,3-Mar-20,4-Apr-20,Japan,Japanese,,Other,"Tweets claiming that the Chinese Embassy refered to the virus as the ""Japanese virus""",0,Undermine target country institutions ,"Spread claim that the Chinese Embassy called the coronavirus the ""Japanese virus""",Individual actor,Twitter users,Twitter,False reporting,"Coronavirus, Japan, Japanese virus, Chinese Embassy, China","Twitter users spreading claim that the Chinese Embassy published a post referring to the coronavirus as the ""Japanese virus""",Fumika
131,https://www.cnn.com/2020/03/01/asia/china-coronavirus-truth-rumors-intl-hnk/index.html,,,,,0,https://www.weibo.com/7349687120/IvdoEvJLU,,,,Coronavirus disinformation creates challenges for China's government,3-Mar-20,16-Mar-20,China,Mandarin,,Weaponization or design,Communist Party of China failed coverup that the virus was spread by a scientist who was bitten by a bat in a Wuhan lab.,0,Politics,"Weibo users saying this was a failed CPC cover up, to weaken and discredit the CPC.",Individual actor,General public,"Weibo, other Chinese social media",Conspiracy,"Coronavirus, Wuhan lab, bat, bioweapon","COVID-19 ""escaped from a virology lab in Wuhan"", where one researcher was bitten by a bat. ",Jan
132,https://ishare.ifeng.com/c/s/v002B2um-_c-_NO3bbQvLFzhY2ynzHUtKdaZot99Zq1OkWaiw__,,,,,0,https://ishare.ifeng.com/c/s/v002B2um-_c-_NO3bbQvLFzhY2ynzHUtKdaZot99Zq1OkWaiw__,https://ishare.ifeng.com/c/s/v002B2um-_c-_NO3bbQvLFzhY2ynzHUtKdaZot99Zq1OkWaiw__,,,C?????????????????,3-Mar-20,25-Apr-20,China,Mandarin,,COVID-19 status of individuals,C Ronaldo was infected with the coronavirus  ,1,Fear,Suggests C Ronaldo was infected with the coronavirus,Individual actor,General public,Social media,Conspiracy,"Coronavirus, infected, C Ronaldo",Rumors claimed C Ronaldo was infected with the coronavirus,Anne
133,https://maldita.es/malditobulo/2020/03/12/celaa-valerio-manifestacion-8m-guantes-morados-coronavirus/,,https://web.archive.org/web/20200310152344/https://www.esdiario.com/322102172/La-foto-que-destroza-a-Celaa-y-demuestra-la-irresponsabilidad-con-el-8M.html,https://web.archive.org/web/20200310153943/https://okdiario.com/espana/ministras-ex-ministras-sanchez-pusieron-guantes-latex-8m-miedo-coronavirus-5275938,,1,https://twitter.com/vox_es/status/1237401431226941440,https://twitter.com/popularesVLC/status/1237853686417600513, https://twitter.com/anadebande/status/1237307600338857984,https://twitter.com/SoniaSierra02/status/1237343875955601409,"El bulo de los guantes morados de Celaá y Valerio por ""miedo al coronavirus"" en la manifestación del 8M",3-Mar-20,20-Mar-20,Spain,Spanish,,Emergency responses,Spanish government knew about COVID-19 risk but did not take action,0,Politics,Discredit Pedro Sanchez's government,"Media, Political actor","Websites 'Okdiario' and 'Esdiario', Santiago Abascal, María José Catalá, Ana Vázquez, Sonia Sierra","Website, Twitter","Conspiracy, False reporting","Coronavirus, guantes morados, ministras, 8 de Marzo, feminista","Two self-declared 'news' websites claimed that two prominent Spanish political figures (Isabel Celaá, minister of education, and Magdalena Valerio, ex minister of labor, migration, and sociall security) wore gloves during a March 8th parade because already the government knew how serious the Coronavirus threat was, and yet they waited to take action. Vox leader Santiago Abascal (and other minor politicians) reposted  the news on his social media profiles. ",Nicola
134,https://www.masrawy.com/news/news_egypt/details/2020/3/4/1736440,,https://www.masrawy.com/news/news_egypt/details/2020/3/4/1736440,,,0,,,,,??? ????? ?? ????? ??? ????? ?? ????? ???? ????? ??????,4-Mar-20,11-Apr-20,Egypt,Arabic,,Other,Rumors spread that Egypt has presented China with a treatment cure to coronavirus,0,Politics,Spreading false claim that Egypt has discovered a treatment for coronavirus and has presented it to China,Individual actor,General public,Social media,False reporting,"Coronavirus, Egypt, China, cure",Rumors circulating on social media claim that Egypt has presented China with a cure to coronavirus,Alaa
135,https://www.vox.com/recode/2020/1/31/21115589/coronavirus-wuhan-china-myths-hoaxes-facebook-social-media-tiktok-twitter-wechat,,,,,1,https://cdn.vox-cdn.com/thumbor/YNljOg6Ba8Of1R6ArbpEYjKm6do=/0x0:1070x1148/1320x0/filters:focal(0x0:1070x1148):format(webp):no_upscale()/cdn.vox-cdn.com/uploads/chorus_asset/file/19767730/Screen_Shot_2020_03_04_at_3.02.26_PM.png,,,,Facebook doubles down on removing coronavirus conspiracy theories,4-Mar-20,16-Mar-20,US ,English,,Origin of the virus,COVID-19 coming from implementing 5G.,0,Fear,Efforts to spread false claims that COVID-19 coincides with 5G adoption.,Individual actor,General public,Twitter,Conspiracy,"Coronavirus, 5G","Collection of misinformation regarding COVID-19. Examples include COVID sickness caused by 5G, a plot to ""exterminate"" infected people in China, ",Jan
136,https://correctiv.org/faktencheck/2020/03/04/coronavirus-keine-hinweise-dass-haustiere-staerker-gefaehrdet-sind-als-menschen,,http://web.archive.org/web/20200229170517/https://www.fnp.de/deutschland/coronavirus-hund-katze-gefaehrlich-menschen-zr-13524079.html,,,0,,,,,"Coronavirus: Keine Hinweise, dass Haustiere stärker gefährdet sind als Menschen",4-Mar-20,22-Apr-20,Germany,German,,Nature of the virus,Claim spread that the coronavirus is more dangerous to house pets than to humans,0,Fear,Generate fear for people's domestic pets from ungrounded claims,Media,Frankfurter Neuen Presse,News website,False reporting,"Coronavirus, Germany, Frankfurter Neuen Presse, dogs, cats, pets",An article published online by the Frankfurter Neuen Presse made the claim that coronaviruses are more dangerous to dogs and cats than to humans,Audrey
137,https://www.fukuishimbun.co.jp/articles/-/1040705,,,,,1,,,,,????????????????,4-Mar-20,4-Apr-20,Japan,Japanese,,Nature of the virus,"Tweets claiming that coronavirus cases have been confirmed in Fukui Prefecture, when there have not",0,Fear,Spread false claim that coronavirus is present in Fukui prefecture,Individual actor,Twitter users,Twitter,False reporting,"Coronavirus, Japan, Fukui prefecture","Twitter users claiming that coronavirus cases have been confirmed in Fukui prefecture, when there have not",Fumika
138,http://m.cnwest.com/tianxia/a/2020/03/04/18543061.html,,,,,0,,,,,???????????????,4-Mar-20,11-Apr-20,China,Mandarin,,False cures and preventative measures,"Rumors claimed drinking Dancong oolong tea will prevent the coronavirus, but the rumors were debunked on the China Internet Joint Rumor Platform",1,Other,Spread false claims that drinking Dancong oolong tea will prevent the coronavirus,Individual actor,General public,Social media,Fake remedy,"Coronavirus, China Internet Joint Rumor Platform, Dancong, Oolong, tea","Rumors claimed drinking dancong oolong tea will prevent the coronavirus, but the rumors were debunked on the China Internet Joint Rumor Platform",Anne
139,https://www.masrawy.com/news/news_egypt/details/2020/3/5/1737075,,https://www.masrawy.com/news/news_egypt/details/2020/3/5/1737075,,,0,,,,,?????? ??????| ?? ????? ??????? ?? ????? ???? ?????? ????? ????????,5-Mar-20,12-Apr-20,Egypt,Arabic,,Nature of the virus,Claims that the coronavirus will end in the summer,0,Other,Spread false claim that coronavirus exists in winter and will disappear in warmer weather,Individual actor,General Public,Twitter,False reporting,"Coronavirus, Egypt, summer","Claims that the virus exists in colder months, and will disapear in the summer once the tempreture rises. The claim was refuted by WHO in Egypt which indictead that it is too early to make that claim.",Alaa
140,https://www.vox.com/recode/2020/3/5/21164745/coronavirus-phishing-email-scams,,https://www.vox.com/recode/2020/3/5/21164745/coronavirus-phishing-email-scams,,,0,,,,,Coronavirus email scams are trying to cash in on your fear,5-Mar-20,16-Mar-20,US,English,,Emergency responses,Phishing emails impersonating CDC personnel.,1,Profit,Phishing email spread impersonating the CDC to profit off of individuals.,Individual actor,General public,Website,False reporting,"Coronavirus, CDC, websites, scams",Chain messages and phishing attempts to get personal information.,Jan
141,https://www.boomlive.in/fake-news/fake-messages-claim-shaheen-bagh-protester-tested-positive-for-coronavirus-7140,,https://www.boomlive.in/fake-news/fake-messages-claim-shaheen-bagh-protester-tested-positive-for-coronavirus-7140,,,1,https://twitter.com/vibhor_anand/status/1235166295735193600,https://twitter.com/shwetsuman1991/status/1235208473668775941,https://twitter.com/Prabhat93078075/status/1235162811115778054,,Fake Messages Claim Shaheen Bagh Protester Tested Positive For Coronavirus,5-Mar-20,24-Apr-20,India,English,,COVID-19 status of individuals,Protestor at Shaheen Bagh had contracted the coronavirus and denied treatment to return to the protest site,1,Other,Make people afraid and give a political spin to the virus,Individual actor,General public,"WhatsApp, Twitter",False reporting,"Coronavirus, Shaheen Bagh, protests, positive, deny treatment","A fake message was circulated that claimed a woman from the Shaheen Bagh protest had tested positive, denied treatment, and returned to the protest site",Kamya
142,https://english.alarabiya.net/en/News/middle-east/2020/03/05/Coronavirus-may-be-US-biological-attack-IRGC-head.html,,,,,0,,,,,Coronavirus may be US ‘biological attack’: IRGC head Hossein Salami,5-Mar-20,16-Mar-20,Iran,Farsi,,Weaponization or design,COVID-19 is an American biological attack on Iran.,0,Undermine target country institutions ,Irani RGC efforts to blame and weaken the US administration.,State sponsors,Iran,Media,Conspiracy,"Coronavirus, Iran, US bioweapons",Irani actors suggesting COVID-19 as a US bioweapons plot.,Jan
143,https://www3.nhk.or.jp/news/html/20200305/k10012315881000.html,,,,,0,,,,,???????? ?????????????????,5-Mar-20,2-Apr-20,Japan,Japanese,,False cures and preventative measures,False claims that granite cures COVID-19,0,Profit,Attempts to profit off individuals by claiming granite prevents and cures COVID,Individual actor,General public,Social Media,Fake remedy,"Coronavirus, granite, Japan, ??????????????????????????hanakouishi, haien",Claims in Japan that granite has ability to break down coronavirus  ,Fumika
144,http://news.china.com.cn/2020-03/05/content_75778388.htm,,,,,0,,,,,"?????????????3?????????

",5-Mar-20,17-Apr-20,"China, Mongolia",Mandarin,,Emergency responses,"Mongolia reportedly donated 30,000 sheep to fight the Chinese epidemic",1,False Hope,Efforts to weaken humanitarian efforts and relations between China and Mongolia,Individual actor,General public,Social media,Conspiracy,"Coronavirus, Mongolia, sheep","Social media spread false claims that Mongolia sent 30,000 sheep to help China fight the epidemic",Anne
145,http://news.china.com.cn/2020-03/05/content_75778388.htm,,http://news.china.com.cn/2020-03/05/content_75778388.htm,,,0,,,,,??????????????????,5-Mar-20,17-Apr-20,Japan,Mandarin,,False cures and preventative measures,Toilet paper and face masks use the same material,1,Profit,Compels people to buy toilet paper if face masks ran out,Individual actor,General public,Social media,Conspiracy,"Coronavirus, toilet paper, face masks, material",Social media spread false claims that toilet paper and face masks were made of the same type of material,Anne
146,http://news.china.com.cn/2020-03/05/content_75778388.htm,,,,,0,,,,,???????????????????,5-Mar-20,17-Apr-20,China,Mandarin,,Nature of the virus,"Russian experts on the Internet believe that the new coronavirus is artificially synthesized
",1,Undermine target country institutions ,Suggest the coronavirus is not a natural pandemic,Individual actor,General public,Social media,False reporting,"Coronavirus, Russia, artificial, synthesis, confirm",Social media spread false claims that Russia has confirmed the coronavirus is artifically synthesized,Anne
147,https://ishare.ifeng.com/c/s/v002c4Cc6aIXOYFG1JYoed7G7PUIJ7aW-_rK7exqL0r0MTkI__,,https://ishare.ifeng.com/c/s/v002c4Cc6aIXOYFG1JYoed7G7PUIJ7aW-_rK7exqL0r0MTkI__,,,0,,,,,“???????????”??????4??,5-Mar-20,25-Apr-20,China,Mandarin,,False cures and preventative measures,Academic Chen Wei first tried the first shot of vaccine or do we still wait until April,1,False Hope,Suggests a coronavirus vaccine was tested,Individual actor,General public,Social media,False reporting,"Coronavirus, test, vaccine, Wei Chen",Rumors spread that academic Wei Chen will test the first coronavirus virus but they might also have to wait until April,Anne
148,https://efectococuyo.com/cocuyo-chequea/coronavirus-te-medicinal/,,,,,1,https://twitter.com/MariaesPueblo/status/1233124819950096385,,,,¿El coronavirus se puede curar con un té de plantas medicinales?,5-Mar-20,21-Mar-20,Venezuela,Spanish,,False cures and preventative measures,Drinking herbal tea helps curing COVID-19,0,Other,Spread claim about herbal tea curing COVID-19,Political actor,María Alejandra Díaz Marín,Twitter,"Fake remedy, False reporting","Coronavirus, plantas medicinales, María Alejandra Díaz Marín, biotecnología, frecuencias, Sirio Quintero",Congresswoman María Alejandra Díaz Marín posted a tweet thread calling Coronavirus 'bioterrorism' and advising medical herbs as a remedy. She cited Sirio Quintero (self-declared nanobiologist) for his studies on how the special frequencies of some infusions are able to cure the virus.,Nicola
149,https://www.rumtoast.com/12995/%E8%BF%91%E6%97%A5%E5%85%A7%E4%B8%8D%E8%A6%81%E5%9C%A8%E6%B7%98%E5%AF%B6%E8%B2%B7%E6%9D%B1%E8%A5%BF-%EF%BC%8C%E4%BB%A5%E5%85%8D%E8%AE%8A%E7%9B%B8%E6%88%90%E6%AD%A6%E6%BC%A2%E8%82%BA%E7%82%8E%E5%82%B3,,,,,1,https://www.facebook.com/mof.gov.tw/photos/a.1437592493041278/1819223988211458/?type=3&theater,,,,??????????? ??????????????????????,6-Mar-20,12-Apr-20,Taiwan,Cantonese,,False cures and preventative measures,"Rumors claimed not to purchase items on Taobao to avoid another platform in which to spread the coronavirus, but Customs Department of the Ministry of Finance said there was no evidence that the bacteria was found on Taobao shipments",1,Fear,Falsely claims not to purchase items from Taobao,Individual actor,General public,Social media,False reporting,"Coronavirus, Taobao, orders, Customs Department of the Ministry of Finance, bacteria, spread","Rumors claimed people should not order from Taobao because shipments may be a new form of spread the virus, but the Customs Department of the Ministry of Finance said they found no evidence that the coronavirus spread through mail shipments",Anne
150,https://nccih.nih.gov/health/in-the-news-in-the-news-coronavirus-and-alternative-treatments,,,,,0,,,,,In the News: Coronavirus and “Alternative” Treatments,6-Mar-20,19-Mar-20,US ,English,,False cures and preventative measures,Drinking herbal teas and using essential oils are cures to COVID-19. ,1,Help,Efforts to spread false claim that drinking herbal teas and using essential oils are effective against COVID-19.,Individual actor,General public,Social media (general),Fake remedy,"Coronavirus, herbal teas, essential oils","Unproven remedies to COVID-19, using herbal teas, essential oils.",Jan
151,https://medium.com/dfrlab/coronavirus-used-to-stoke-fear-of-nato-exercise-in-europe-c2de92522a7d,,,,,0,https://www.opednews.com/articles/Coronavirus-is-in-Italy-L-by-Alvis-Petus-Army_Coronavirus_Military_Paratroopers-200226-39.html , https://bulgarianmilitary.com/2020/02/27/coronavirus-can-be-transferred-from-italy-to-latvia-by-u-s-paratroopers/,https://balticword.eu/coronavirus-can-be-transferred-from-italy-to-latvia-by-u-s-paratroopers/,https://theduran.com/coronavirus-is-in-italy-latvia-is-next/,Coronavirus used to stoke fear of NATO exercise in Europe,6-Mar-20,20-Mar-20,Latvia,English,,Origin of the virus,The story says that NATO and US soldiers got infected while in Italy and will spread the virus in Latvia and Eastern Europe,0,Undermine target country institutions ,The goal is to attack NATO and US soldiers and promote an anti-NATO sentiment in Eastern Europe,Individual actor,"""Alvis Petus"", belonging to a network of Latvian and Lithuanian names spreading anti-Nato sentiment",Website,Conspiracy,"Coronavirus, Nato, Italy, US, Latvia","This person known as ""Alvis Petus"" has been spreading news related to the possibility that US troops, part of Defender Europe 20 (which includes NATO), who are holding some excercises in Italy will spread Covid-19 in Latvia and in Eastern Europe. ",Luca
152,https://www.mediamatters.org/sean-hannity/foxs-dr-marc-siegel-says-worse-case-scenario-coronavirus-it-could-be-flu,,,,,0,,,,,Fox's Dr. Marc Siegel says “worst case scenario” for coronavirus is “it could be the flu”,6-Mar-20,23-Mar-20,US ,English,,Nature of the virus,Marc Siegel saying COVID-19 is just the like the flu. ,0,Downplay Severity,"Marc Siegel, on Fox News, downplaying the virus and likening it to the flu.","Media, Individual actor","Fox News, Marc Siegel",TV,False reporting,"Coronavirus, flu, Fox news, Marc Siegel","Marc Siegel downplaying the severity of the virus by claiming that ""it's just the flu""",Jan
153,https://www.20minutes.fr/societe/2734103-20200306-coronavirus-non-aurore-berge-dit-mieux-vaut-toucher-retraite-moindre-plus-pouvoir-toucher-tout,,https://www.20minutes.fr/societe/2734103-20200306-coronavirus-non-aurore-berge-dit-mieux-vaut-toucher-retraite-moindre-plus-pouvoir-toucher-tout,,,1,,,,,"Coronavirus : Non, Aurore Bergé n’a pas dit « mieux vaut toucher une retraite moindre que de ne plus pouvoir la toucher du tout »",6-Mar-20,26-Apr-20,France,French,,Other,Claims that LREM's spokeperson Aurore Bergé said offensive stuff while encouraging people not to manifest against the retirement reform because of coronavirus,0,Politics,Discredit LREM's spokesperson and the party more generally,Individual actor,General public,"Twitter, Facebook",False reporting,"Coronavirus, Aurore Bergé, retirement, France",It was invented and then shared on social media that LREM's spokesperson had claimed it would be better for retirees to receive a low pension rather then not receive it at all (dying of covid-19) so they should not protest against the reform,Giorgio
154,https://medium.com/dfrlab/coronavirus-used-to-stoke-fear-of-nato-exercise-in-europe-c2de92522a7d,,,,,0,"https://www.belvpo.com/110790.html/, https://rusvesna.su/news/1582795617",http://novostidnya24.ru/defender-europe-2020-smertelnyi-marshryt-koronovirysa-po-evrope/,https://es.news-front.info/2020/02/28/los-socios-estadounidenses-han-preparado-un-ataque-de-coronavirus-los-ejercicios-militares-defensor-de-europa-seran-su-sentencia/,https://fr.news-front.info/2020/02/28/defender-europe-2020-les-partenaires-americains-ont-prepare-une-attaque-de-coronavirus/,Coronavirus used to stoke fear of NATO exercise in Europe,6-Mar-20,20-Mar-20,Latvia,Russian,"English, Spanish, French",Origin of the virus,The citizens of Eastern European countries will be infected by NATO and US soldiers who got infected while in Italy,0,Undermine target country institutions ,,Media,"Voenno Politicheskoe Obozrenie,  RusVesna, NovostiDnya24.ru, EADaily, News Front","Website, Media",Conspiracy,"Coronavirus, Nato, Russia, US soldiers, Latvia",Pro-Kremlin websites and outlets spread misinformation against NATO saying that citizens of countries where troops were holding excercises will be infected by US soldiers. They say that the situation in the military base of Vicenza (Northern Italy) is out of control and that US soldiers have been infected. ,Luca
155,https://www.masrawy.com/news/news_egypt/details/2020/3/7/1738116,,https://www.masrawy.com/news/news_egypt/details/2020/3/7/1738116,,,0,,,,,?????? ??????| ????? ???? ????? ??? ???????,7-Mar-20,11-Apr-20,Egypt,Arabic,,False cures and preventative measures,Eating garlic prevents coronavirus,0,Other,Spreading false claims that garlic prevents coronavirus,Individual actor,General public,social media,Fake remedy,"Coronavirus, Egypt, Garlic, prevention",Rumors on social media claim that garlic prevents infection with coronavirus,Alaa
156,https://qz.com/india/1813845/coronavirus-fake-news-rife-on-indian-facebook-whatsapp-twitter/,,,,,0,,,,,"Can garlic, hot water, or masks prevent the spread of Covid-19? Here’s what doctors say",8-Mar-20,16-Mar-20,India,English,,False cures and preventative measures,Eating garlic and drinking hot water as a preventative measure to COVID-19.,1,Help,"Efforts to spread false claims of garlic and hot water as solutions, among WhatsApp users.",Individual actor,General public,"Facebook, Twitter, WhatsApp",Fake remedy,"Coronavirus, garlic water, vaccines, old people","Debunking COVID-19 myths: garlic water, pneumonia vaccines, only affects old people. ",Jan
157,https://www.jpost.com/Middle-East/Iran-News/Irans-regime-pushes-antisemitic-conspiracies-about-coronavirus-620212,,,,,0,,,,,Iran’s regime pushes antisemitic conspiracies about coronavirus,8-Mar-20,16-Mar-20,Iran,English,,Weaponization or design,"COVID-19 is a Zionist bioweapons plot, against Iran.",0,Politics,Irani state sponsors trying to weaken and discredit the Israeli state.,State sponsors,Iran,Media,Conspiracy,"Coronavirus, Israel, Iran, Judaism",Irani actors suggesting COVID-19 as a Zionist bioweapons plot. ,Jan
